"DEPARTAMENTO_PRESTACION","MUNICIPIO_PRESTACION","SERVICIO","ESTADO","NOMBRE","NIT","DEPARTAMENTO_DOMICILIO","MUNICIPIO_DOMICILIO","DIRECCION","TELEFONO","EMAIL","TIPO_INSCRIPCION","REPRESENTANTE_LEGAL","TIPO_PRESTADOR","CLASIFICACION"
"CORDOBA","MONTERIA","ASEO","OPERATIVA","ASOCIACION DE EMPRESAS DE RECICLAJE APROVECHAMIENTO Y FORTALECIMIENTO AMBIENTAL DE COLOMBIA","901274031-2","CORDOBA","MONTERIA","CL 13 # 9-100 LC 2","7945299","gestionambiental.asoredc@gmail.com","Registro por la ESP","YOHANNA PATRICIA SALAS RAMIREZ","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"CORDOBA","TIERRALTA","ASEO","OPERATIVA","ASOCIACION DE EMPRESAS DE RECICLAJE APROVECHAMIENTO Y FORTALECIMIENTO AMBIENTAL DE COLOMBIA","901274031-2","CORDOBA","MONTERIA","CL 13 # 9-100 LC 2","7945299","gestionambiental.asoredc@gmail.com","Registro por la ESP","YOHANNA PATRICIA SALAS RAMIREZ","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"SUCRE","SINCELEJO","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES DE OFICIO DE SINCELEJO","901272669-1","SUCRE","SINCELEJO","Carrera 6B # 31 -33 Barrio Argelia","2761678","areciclarsincelejoesp@gmail.com","Registro por la ESP","EDIFERLINA DEL ROSARIO CARMONA MANOSALVA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","FLORIDABLANCA","ASEO","OPERATIVA","ASOCIACION RECICLAR RECUPERAR Y REDUCIR","901275977-9","SANTANDER","FLORIDABLANCA","DG 55 A CA 56 P 1 BRR CORPOVISUR II LA CUMBRE","6364819","abrahamoct15@hotmail.com","Registro por la ESP","ABRAHAM ORDUZ CUADROS","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"ANTIOQUIA","ITAGUI","ASEO","OPERATIVA","asociacion de recicladores - proyectos ambientales recuperables del meta","901283051-8","META","VILLAVICENCIO","cra 8 15 18","6780703","asorecproyectosambientales@gmail.com","Registro por la ESP","JAIME  URREGO ALVAREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","MEDELLIN","ASEO","OPERATIVA","asociacion de recicladores - proyectos ambientales recuperables del meta","901283051-8","META","VILLAVICENCIO","cra 8 15 18","6780703","asorecproyectosambientales@gmail.com","Registro por la ESP","JAIME  URREGO ALVAREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"META","VILLAVICENCIO","ASEO","OPERATIVA","asociacion de recicladores - proyectos ambientales recuperables del meta","901283051-8","META","VILLAVICENCIO","cra 8 15 18","6780703","asorecproyectosambientales@gmail.com","Registro por la ESP","JAIME  URREGO ALVAREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","Asociación de Recicladores Mundo Ecológico de Bogotá","901280982-6","BOGOTA, D.C.","BOGOTA, D.C.","TRV 68 # 2B-56","9062411","asociacionarmen2019@gmail.com","Registro por la ESP","SANDRA MILENA RODRIGUEZ MEJIA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"META","VILLAVICENCIO","ASEO","OPERATIVA","FUNDACION MI CASA PA TI","901080114-1","META","VILLAVICENCIO","CARRERA 33 N 49-32 OFICINA 201","6645653","fundamicasapati2017@gmail.com","Registro por la ESP","WINDALIS SOLEIL ROA DAZA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","NOCAIMA","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL SERVICIO DE ACUEDUCTO DE LA VEREDA SAN AGUSTÍN","901277267-7","CUNDINAMARCA","NOCAIMA","VEREDA SAN AGUSTIN","2177588","acueductosanagustin@gmail.com","Registro por la ESP","VIRGILIO LAVERDE MENDEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"META","VILLAVICENCIO","ASEO","OPERATIVA","P&G RENACER INVERSIONES S.A.S.","901280597-3","META","VILLAVICENCIO","calle 28b este 11b 28 barrio los Maracos","0000000","gonzalezgerson10@gmail.com","Registro por la ESP","GERSON DAVID  GONZALEZ GAHONA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"HUILA","NEIVA","ASEO","OPERATIVA","RECUPERADORA ALAPE S.A.S. E.S.P.","901248993-2","HUILA","NEIVA","Calle 22 N° 55-07","8779047","istope.reciclaje@gmail.com","Registro por la ESP","ROSA HELENA TORRES ALAYON","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","LA UNION","ASEO","OPERATIVA","ECOVIDA COLOMBIA SAS ESP","901284649-6","VALLE DEL CAUCA","TULUA","CALLEJON CORINTO # 31-32 VIA FERREA","9999999","ecovidacolombiasas@gmail.com","Registro por la ESP","DIEGO FERNANDO GIL MURCIA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","RIOFRIO","ASEO","OPERATIVA","ECOVIDA COLOMBIA SAS ESP","901284649-6","VALLE DEL CAUCA","TULUA","CALLEJON CORINTO # 31-32 VIA FERREA","9999999","ecovidacolombiasas@gmail.com","Registro por la ESP","DIEGO FERNANDO GIL MURCIA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","TULUA","ASEO","OPERATIVA","ECOVIDA COLOMBIA SAS ESP","901284649-6","VALLE DEL CAUCA","TULUA","CALLEJON CORINTO # 31-32 VIA FERREA","9999999","ecovidacolombiasas@gmail.com","Registro por la ESP","DIEGO FERNANDO GIL MURCIA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","ZARZAL","ASEO","OPERATIVA","ECOVIDA COLOMBIA SAS ESP","901284649-6","VALLE DEL CAUCA","TULUA","CALLEJON CORINTO # 31-32 VIA FERREA","9999999","ecovidacolombiasas@gmail.com","Registro por la ESP","DIEGO FERNANDO GIL MURCIA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CUNDINAMARCA","FACATATIVA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS ACUEDUCTO Y ALCANTARILLADO VEREDA TIERRA MORADA FACATATIVA","901061388-1","CUNDINAMARCA","FACATATIVA","km 25 autopista a Medellin vereda tierra morada finca el Jardin","0000000","mayoli-12@hotmail.com","Registro por la ESP","MARTHA YOLANDA VELASQUEZ CASTELLANOS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","SOUL ENERGY SAS ESP","901285410-8","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 13 # 40b-74 Oficina 504","3916327","soulenergycol@gmail.com","Registro por la ESP","JAVIER JULIAN SALAZAR CHACON","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
"ANTIOQUIA","PUERTO NARE","ASEO","OPERATIVA","CORPORACION COLOMBIANA SOCIAL AMBIENTAL CULTURAL Y DE PAZ","900197002-5","ANTIOQUIA","PUERTO TRIUNFO","Doradal Antioquia","5771022","juanfernandomanrique5@hotmail.com","Registro por la ESP","GRISELDA CALDERON GALLEGO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","PUERTO TRIUNFO","ASEO","OPERATIVA","CORPORACION COLOMBIANA SOCIAL AMBIENTAL CULTURAL Y DE PAZ","900197002-5","ANTIOQUIA","PUERTO TRIUNFO","Doradal Antioquia","5771022","juanfernandomanrique5@hotmail.com","Registro por la ESP","GRISELDA CALDERON GALLEGO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","SAN LUIS","ASEO","OPERATIVA","CORPORACION COLOMBIANA SOCIAL AMBIENTAL CULTURAL Y DE PAZ","900197002-5","ANTIOQUIA","PUERTO TRIUNFO","Doradal Antioquia","5771022","juanfernandomanrique5@hotmail.com","Registro por la ESP","GRISELDA CALDERON GALLEGO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOYACA","PUERTO BOYACA","ASEO","OPERATIVA","CORPORACION COLOMBIANA SOCIAL AMBIENTAL CULTURAL Y DE PAZ","900197002-5","ANTIOQUIA","PUERTO TRIUNFO","Doradal Antioquia","5771022","juanfernandomanrique5@hotmail.com","Registro por la ESP","GRISELDA CALDERON GALLEGO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CALDAS","LA DORADA","ASEO","OPERATIVA","CORPORACION COLOMBIANA SOCIAL AMBIENTAL CULTURAL Y DE PAZ","900197002-5","ANTIOQUIA","PUERTO TRIUNFO","Doradal Antioquia","5771022","juanfernandomanrique5@hotmail.com","Registro por la ESP","GRISELDA CALDERON GALLEGO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CALDAS","NORCASIA","ASEO","OPERATIVA","CORPORACION COLOMBIANA SOCIAL AMBIENTAL CULTURAL Y DE PAZ","900197002-5","ANTIOQUIA","PUERTO TRIUNFO","Doradal Antioquia","5771022","juanfernandomanrique5@hotmail.com","Registro por la ESP","GRISELDA CALDERON GALLEGO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","PUERTO SALGAR","ASEO","OPERATIVA","CORPORACION COLOMBIANA SOCIAL AMBIENTAL CULTURAL Y DE PAZ","900197002-5","ANTIOQUIA","PUERTO TRIUNFO","Doradal Antioquia","5771022","juanfernandomanrique5@hotmail.com","Registro por la ESP","GRISELDA CALDERON GALLEGO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","ENERCHOCO S.A.S  E.S.P","901235160-8","CHOCO","LLORO","carrera 6 32 - 45","4610235","miguelpereza@hotmail.com","Registro por la ESP","LUIS MIGUEL PEREZ ARANGO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","ZONA NO INTERCONECTADA"
"ATLANTICO","BARRANQUILLA","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES DEL CARIBE","901259145-0","ATLANTICO","BARRANQUILLA","calle 29 numero 30-34 barrio rebolo","3146687","heroesdelcaribe@gmail.com","Registro por la ESP","BRAYAN HERNANDEZ COMAS","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"QUINDIO","CALARCA","ACUEDUCTO","OPERATIVA","ASOCIACION USUARIOS ACUEDUCTO DE LA COCA BARRAGAN","800149792-8","QUINDIO","PIJAO","KM 30 VIA ARMENIA CAICEDONIA (INSTITUCION EDUCACTIVA LUIS GRANADA MEJIA)","3175748","acueductolacocabarragan2012@hotmail.com","Registro por la ESP","OSCAR DE LA CRUZ CORREA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"QUINDIO","GENOVA","ACUEDUCTO","OPERATIVA","ASOCIACION USUARIOS ACUEDUCTO DE LA COCA BARRAGAN","800149792-8","QUINDIO","PIJAO","KM 30 VIA ARMENIA CAICEDONIA (INSTITUCION EDUCACTIVA LUIS GRANADA MEJIA)","3175748","acueductolacocabarragan2012@hotmail.com","Registro por la ESP","OSCAR DE LA CRUZ CORREA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"QUINDIO","PIJAO","ACUEDUCTO","OPERATIVA","ASOCIACION USUARIOS ACUEDUCTO DE LA COCA BARRAGAN","800149792-8","QUINDIO","PIJAO","KM 30 VIA ARMENIA CAICEDONIA (INSTITUCION EDUCACTIVA LUIS GRANADA MEJIA)","3175748","acueductolacocabarragan2012@hotmail.com","Registro por la ESP","OSCAR DE LA CRUZ CORREA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","COTA","ASEO","OPERATIVA","Asociacion de recuperadores de cota","900917367-9","CUNDINAMARCA","COTA","Cra 5  Km 1.5 Via Cota-Chia","8641021","noraleon1@hotmail.com","Registro por la ESP","NOHORA LEON LOPEZ","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACION DE RECICLAJE GEOAMBIENTAL","901286497-2","BOGOTA, D.C.","BOGOTA, D.C.","Diag. 34 b sur # 82 - 62","0000000","asogeoambiental@gmail.com","Registro por la ESP","JOHN EDWARD  CASTRO  BERNETH","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","COLOMBIA","ACUEDUCTO","OPERATIVA","EMPRESAS DE SERVICIOS PUBLICOS DE COLOMBIA HUILA S.A.S. E.S.P.","901254794-8","HUILA","COLOMBIA","CALLE 6 N 3 74","8319697","LEOJAVI1014@HOTMAIL.COM","Registro por la ESP","CRISITIAN RONNEY REYES MORALES","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","COLOMBIA","ALCANTARILLADO","OPERATIVA","EMPRESAS DE SERVICIOS PUBLICOS DE COLOMBIA HUILA S.A.S. E.S.P.","901254794-8","HUILA","COLOMBIA","CALLE 6 N 3 74","8319697","LEOJAVI1014@HOTMAIL.COM","Registro por la ESP","CRISITIAN RONNEY REYES MORALES","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","COLOMBIA","ASEO","OPERATIVA","EMPRESAS DE SERVICIOS PUBLICOS DE COLOMBIA HUILA S.A.S. E.S.P.","901254794-8","HUILA","COLOMBIA","CALLE 6 N 3 74","8319697","LEOJAVI1014@HOTMAIL.COM","Registro por la ESP","CRISITIAN RONNEY REYES MORALES","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","SILVIA","ACUEDUCTO","OPERATIVA","ADMINSTRACION PUBLICA COOPERATIVA DE ACUEDUCTO Y ALCANTARILLADO DE LA ZONA CAMPESINA DEL MUNICIPIO DE SILVIA CAUCA","901134621-8","CAUCA","SILVIA","CENTRO POBLADO DE USENDA","0000000","apcasocamesp@gmail.com","Registro por la ESP","EDWAR SANDOVAL OTERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES RECUPERANDO ANDO","901288613-1","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 70 B # 78 A SUR - 68","0000000","asorecup@gmail.com","Registro por la ESP","JULIO CESAR VILLALOBOS","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"META","VILLAVICENCIO","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES RECUPERANDO ANDO","901288613-1","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 70 B # 78 A SUR - 68","0000000","asorecup@gmail.com","Registro por la ESP","JULIO CESAR VILLALOBOS","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACIÓN DE RECICLADORES UNIDOS FE Y ESPERANZA","901280637-1","BOGOTA, D.C.","BOGOTA, D.C.","Calle 42C  Sur No. 80 G - 02","5715658","infosui@estrategia5.com","Registro por la ESP","AMPARO PINEDA MEDINA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","PUERTO TRIUNFO","ASEO","OPERATIVA","Corporación ambiental de servicio y limpieza a la comunidad","901216037-9","ANTIOQUIA","PUERTO TRIUNFO","calle 11 #13 58","5555555","corpocdri@gmail.com","Registro por la ESP","ELISEO AMAYA CALDERON","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"QUINDIO","ARMENIA","ASEO","OPERATIVA","HUTILITA S.A.S ESP","901261591-9","QUINDIO","SALENTO","AV. CENTENARIO ARMENIA CASA 12 VILLAREAL VEREDA SAN JUAN DE CAROLINA","7337678","hutilitasasesp@gmail.com","Registro por la ESP","CAMILO HERNAN GIRALDO AVENDANO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"QUINDIO","CIRCASIA","ASEO","OPERATIVA","HUTILITA S.A.S ESP","901261591-9","QUINDIO","SALENTO","AV. CENTENARIO ARMENIA CASA 12 VILLAREAL VEREDA SAN JUAN DE CAROLINA","7337678","hutilitasasesp@gmail.com","Registro por la ESP","CAMILO HERNAN GIRALDO AVENDANO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"QUINDIO","FILANDIA","ASEO","OPERATIVA","HUTILITA S.A.S ESP","901261591-9","QUINDIO","SALENTO","AV. CENTENARIO ARMENIA CASA 12 VILLAREAL VEREDA SAN JUAN DE CAROLINA","7337678","hutilitasasesp@gmail.com","Registro por la ESP","CAMILO HERNAN GIRALDO AVENDANO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"QUINDIO","MONTENEGRO","ASEO","OPERATIVA","HUTILITA S.A.S ESP","901261591-9","QUINDIO","SALENTO","AV. CENTENARIO ARMENIA CASA 12 VILLAREAL VEREDA SAN JUAN DE CAROLINA","7337678","hutilitasasesp@gmail.com","Registro por la ESP","CAMILO HERNAN GIRALDO AVENDANO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ASOCIACIÓN NACIONAL DE RECUPERADORES  RECICLANDO PARA EL FUTURO E.S.P.","901289734-7","BOGOTA, D.C.","BOGOTA, D.C.","transversal 81 B No 34 A - 74 sur","9015841","recfuturoesp@gmail.com","Registro por la ESP","BLANCA LUZ MELO FORERO","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"CUNDINAMARCA","SOACHA","ASEO","OPERATIVA","ASOCIACIÓN NACIONAL DE RECUPERADORES  RECICLANDO PARA EL FUTURO E.S.P.","901289734-7","BOGOTA, D.C.","BOGOTA, D.C.","transversal 81 B No 34 A - 74 sur","9015841","recfuturoesp@gmail.com","Registro por la ESP","BLANCA LUZ MELO FORERO","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","RECICLAMAS GESTORES AMBIENTALES S.A.S","901068802-1","BOGOTA, D.C.","BOGOTA, D.C.","Tv 124 # 17F-88 Fontibón Jericó","2674586","reciclamas@gestoresambientales.com.co","Registro por la ESP","EDGAR MORA MARTINEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"HUILA","NEIVA","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES DEL HUILA","901147896-2","HUILA","NEIVA","calle 25 A  No. 1 F - 103","8748027","recuperarambiental@hotmail.com","Registro por la ESP","JUAN CARLOS MARTINEZ ANGEL","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","BEAM ENERGY S.A.S. E.S.P.","901284888-1","BOGOTA, D.C.","BOGOTA, D.C.","calle 87 bis #90 D - 09 oficina 201","8119064","info@beamenergy.co","Registro por la ESP","SAUL ESTEBAN QUINTANA VARGAS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
"SANTANDER","EL CARMEN DE CHUCURI","ACUEDUCTO","OPERATIVA","Corporación de servicios de acueducto veredal Flores de San Guillerma del municipio del Carmen de Chucuri","900039212-9","SANTANDER","EL CARMEN DE CHUCURI","Finca San Francisco_La Bodega","6254640","coraflog@gmail.com","Registro por la ESP","JORGE ENRIQUE CALA RANGEL","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"SUCRE","COROZAL","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL AGUA ACUEDUCTO RURAL DE LAS LLANADA","900819515-2","SUCRE","COROZAL","CR 6 1C 19 CORREGIMIENTO DE LAS LLANADAS","0000000","aguasdelasllanadasesp@gmail.com","Registro por la ESP","AREBY MARGOTH ROMERO MADRID","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"QUINDIO","FILANDIA","ACUEDUCTO","OPERATIVA","ACUEDUCTO RURAL VEREDAS LA JULIA LA CASTALIA Y LA LOTERIA","801004044-8","QUINDIO","FILANDIA","CALLE 6 CARRERA 5","0000000","acuecastaliafilandia@gmail.com","Registro por la ESP","EYSON YUFRET MENESES CASTILLO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"TOLIMA","ESPINAL","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES DE OFICIO DEL ESPINAL","901286409-4","TOLIMA","ESPINAL","VDA SUCRE KM 2 VIA GUASIMAL","2393465","reciclajeespinal@gmail.com","Registro por la ESP","CARLOS ELIAS JUNIOR BONILLA CASALLAS","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"TOLIMA","GUAMO","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES DE OFICIO DEL ESPINAL","901286409-4","TOLIMA","ESPINAL","VDA SUCRE KM 2 VIA GUASIMAL","2393465","reciclajeespinal@gmail.com","Registro por la ESP","CARLOS ELIAS JUNIOR BONILLA CASALLAS","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"TOLIMA","MELGAR","ASEO","OPERATIVA","ASOCIACION DE RECICLADORES DE OFICIO DEL ESPINAL","901286409-4","TOLIMA","ESPINAL","VDA SUCRE KM 2 VIA GUASIMAL","2393465","reciclajeespinal@gmail.com","Registro por la ESP","CARLOS ELIAS JUNIOR BONILLA CASALLAS","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
,,"GAS LICUADO DEL PETROLEO","OPERATIVA","Empresa Privada de Servicios Públicos de la Amazonía ZOMAC SAS","901175206-1","CAQUETA","FLORENCIA","Calle 22 Carrera 7 Esquina Piso 7","4358590","gerencia@epsasesp.com","Registro por la ESP","ALEXANDER SUAREZ SANCHEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SIN CLASIFICACION"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","APROVECHAMIENTO COLOMBIANO DE RECICLAJE SAS ESP","901288379-0","BOGOTA, D.C.","BOGOTA, D.C.","CARRERA 54 B SUR  52 B 15","9240406","aprocolombia@gmail.com","Registro por la ESP","JOSE ALEXANDER  ARIAS ORTIZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"HUILA","NEIVA","ASEO","OPERATIVA","APROVECHAMIENTO COLOMBIANO DE RECICLAJE SAS ESP","901288379-0","BOGOTA, D.C.","BOGOTA, D.C.","CARRERA 54 B SUR  52 B 15","9240406","aprocolombia@gmail.com","Registro por la ESP","JOSE ALEXANDER  ARIAS ORTIZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"HUILA","PITALITO","ASEO","OPERATIVA","APROVECHAMIENTO COLOMBIANO DE RECICLAJE SAS ESP","901288379-0","BOGOTA, D.C.","BOGOTA, D.C.","CARRERA 54 B SUR  52 B 15","9240406","aprocolombia@gmail.com","Registro por la ESP","JOSE ALEXANDER  ARIAS ORTIZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"HUILA","GUADALUPE","ASEO","OPERATIVA","GRUPO EMPRESARIAL RECICLA SAS ESP","901287284-5","HUILA","NEIVA","AV. 19 SUR No 6A - 45 ZONA INDUSTRIAL","8707022","GRUPOEMPRESARIALRECICLASAS@GMAIL.COM","Registro por la ESP","LUIS MIGUEL FIERRO MORENO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"BOYACA","PAIPA","ASEO","OPERATIVA","Asociación hormiguitas recicladoras de Paipa","901302156-5","BOYACA","PAIPA","Calle 28 # 25A - 36","7851582","felipe0120@gmail.com","Registro por la ESP","LUIS FELIPE TOVARIA SALAMANCA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"HUILA","LA PLATA","ASEO","OPERATIVA","GRUPO EMPRESARIAL RECICLA SAS ESP","901287284-5","HUILA","NEIVA","AV. 19 SUR No 6A - 45 ZONA INDUSTRIAL","8707022","GRUPOEMPRESARIALRECICLASAS@GMAIL.COM","Registro por la ESP","LUIS MIGUEL FIERRO MORENO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"HUILA","NEIVA","ASEO","OPERATIVA","GRUPO EMPRESARIAL RECICLA SAS ESP","901287284-5","HUILA","NEIVA","AV. 19 SUR No 6A - 45 ZONA INDUSTRIAL","8707022","GRUPOEMPRESARIALRECICLASAS@GMAIL.COM","Registro por la ESP","LUIS MIGUEL FIERRO MORENO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"HUILA","RIVERA","ASEO","OPERATIVA","GRUPO EMPRESARIAL RECICLA SAS ESP","901287284-5","HUILA","NEIVA","AV. 19 SUR No 6A - 45 ZONA INDUSTRIAL","8707022","GRUPOEMPRESARIALRECICLASAS@GMAIL.COM","Registro por la ESP","LUIS MIGUEL FIERRO MORENO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"TOLIMA","IBAGUE","ASEO","OPERATIVA","ASCOCIACION DE RECICLADORES EL BUNDE","901283069-1","TOLIMA","IBAGUE","CR 14 CL 152 16 BRR EL SALADO","2724769","ASOCIACIONELBUNDE@HOTMAIL.COM","Registro por la ESP","CAMILO ANTONIO BRINEZ CAMPOS","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"NORTE DE SANTANDER","OCANA","ASEO","OPERATIVA","asociación de recuperadores ambientales de ocaña la provincia y sur del cesar","901292970-1","NORTE DE SANTANDER","OCANA","kdx 217 300 el carmen","5623204","asociacionarecuperar@gmail.com","Registro por la ESP","JOSE FABIAN PEDROZA SEPULVEDA","ORGANIZACION AUTORIZADA","MAYOR O IGUAL A 5001 USUARIOS"
"NARINO","PASTO","ASEO","OPERATIVA","COOPERATIVA DE RECICLADORES COORPLAZ","814006534-1","NARINO","PASTO","CARRERA 9 14-48 B LAS LUNAS","7204407","COORPLAZ@GMAIL.COM","Registro por la ESP","HILDA LOPEZ JIMENEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
